sr_no,date,name,industry,sub_vertical,city,investor,investment type,amount_usd,remarks,year,month,day
490,9/11/17,Mobiliz AR,TECHNOLOGY,Augmented Reality based Tech platform,Bangalore,"IDG VENTURES, IDFC-PARAMPARA FUND",Private Equity,,,2017,9,11
491,10/11/17,Qubole,TECHNOLOGY,Big Data based analytics platform,Bangalore,"SINGTEL, INNOV8, HARMONY PARTNERS",Private Equity,25000000,,2017,10,11
492,10/11/17,Happily Unmarried,ECOMMERCE,Online Gifting platform,Nw Delhi,WIPRO CONSUMER CARE,Private Equity,,,2017,10,11
493,11/13/17,Universal Sportsbiz Pvt. Ltd,ECOMMERCE,"Celebrity fashion accessories,merchandise",Mumbai,ACCEL PARTNERS,PrivateEquity,15000000,,2017,11,13
494,11/14/17,Hungry Foal,ECOMMERCE,"Healthy,Nutrition based snacks online platform",Gurgaon,GAIL INDIA LTD,Seed Funding,,,2017,11,14
495,11/14/17,Active AI,TECHNOLOGY,AI based FinTech platform,Bangalore,VERTEX VENTURES,Private Equity,8250000,,2017,11,14
496,11/15/17,Sumeru,TECHNOLOGY,Banking Software License Platform,Bangalore,UNDISCLOSED INVESTORS,Seed Funding,900000,,2017,11,15
497,11/15/17,ElderAid Wellness,HEALTH CARE,Social Healthcare Enterprise,Bangalore,RUGMINI MENON,Angel Funding,,,2017,11,15
498,11/15/17,Omnia Information,TECHNOLOGY,WiFi Analytics Platform,Delhi,OMIDYAR NETWORK,Private Equity,3000000,,2017,11,15
499,11/15/17,Josh Talks,INSPIRATION,Storytelling platform,Gurgaon,"GIRISH MATHRUBOOTHAM, APURVA CHAMARIA, ROHIT CHANANA",Private Equity,,,2017,11,15
500,11/15/17,Reniso,TECHNOLOGY,End-to-End property management for landlords living away,New Delhi,"NISHIT SHARMA, ALOK SRIVASTAVA",Seed Funding,,,2017,11,15
501,11/17/17,Kanhaiya,INSPIRATION,Storytelling platform,Hyderabad,UNDISCLOSED INVESTORS,Seed/Angel Funding,200000,,2017,11,17
502,11/17/17,Perspectico,TECHNOLOGY,"Placement preparation,career growth training platform",Delhi,"SSCBS INNOVATION, INCUBATION FOUNDATION (SIIF)",Seed/Angel Funding,,,2017,11,17
503,11/20/17,ONN Bikes,TECHNOLOGY,Self riding bike rental program,Mumbai,Z NATION LAB,Seed/Angel Funding,692000,,2017,11,20
504,11/21/17,Rapido,TECHNOLOGY,"Bike,Taxi pooling online platform",Hyderabad,"SKYCATCHER FUND, ARAVIND SANKA",Seed/Angel Funding,329230,,2017,11,21
505,11/21/17,Heckyl,TECHNOLOGY,Big Data Analytics Platform,Mumbai,"NOTION CAPITAL, IDG VENTURES",Private Equity,2700000,,2017,11,21
506,11/21/17,Nuvepro,TECHNOLOGY,Managed Cloud Environment Solutions,Mumbai,1CROWD,Seed/Angel Funding,400000,,2017,11,21
507,11/21/17,RedBook,TECHNOLOGY,AI based pharmacy drugs insights platform,Mumbai,"VIDA VENTURES, DR. ANIRUDDHA MALPANI",Seed/Angel Funding,250000,,2017,11,21
508,11/21/17,Portea,HEALTHCARE,Healthcare facilities at doorstep,Bangalore,"SABRE PARTNERS, MEMG CDC",Private Equity,26000000,,2017,11,21
509,11/21/17,Credit Mate,TECHNOLOGY,Vehicle loan approval platform,Mumbai,PAYTM,Private Equity,,,2017,11,21
510,11/21/17,Epiq Capital,FINANCE,Tech based investor firm,Mumbai,GLOBAL INSTITUTIONAL INVESTORS,Private Equity,200000000,,2017,11,21
511,11/22/17,MiStay,TECHNOLOGY,Online Hotel Reservation Platform,Bangalore,AXILOR VENTURES,Seed/Angel Funding,,,2017,11,22
512,11/23/17,WittyFeed,STORYTELLING,"Viral Content,storytelling platform",Indore,SANDEEP AGGARWAL,Seed/Angel Funding,,,2017,11,23
513,11/24/17,IDG Ventures,FINANCE,Venture Capitalist,Bangalore,UNILIVER VENTURES,Private Equity,10000000,,2017,11,24
514,11/24/17,TempGo,TECHNOLOGY,"IoT,SaaS based transportation platform",Goa,JAVELIN STARTUPO VICTORY FUND,Seed/Angel Funding,250000,,2017,11,24
515,11/27/17,Edelweiss,FINANCE,Diversified Financial,Mumbai,UNDISCLOSED INVESTORS,Private Equity,270000000,,2017,11,27
516,11/27/17,ERA,TECHNOLOGY,Identity management platform,Mumbai,AMIT PATNI,Seed/Angel Funding,39000,,2017,11,27
517,11/27/17,Smaaash,TECHNOLOGY,Virtual Reality based gaming platform,Mumbai,SIXTH SENSE VENTURES,Private Equity,3800000,,2017,11,27
518,11/28/17,Chumbak,LIFESTYLE,Designer-led consumer products,Bangalore,GAJA CAPITAL,Private Equity,13000000,,2017,11,28
519,11/28/17,FR8,TECHNOLOGY,Online Truck aggregator platform,Chennai,IFMR CAPITAL,Debt Funding,1500000,,2017,11,28
520,11/28/17,MobieFit,HEALTHCARE,"Health,fitness based mobile App",Goa,"NB VENTURES, MEDIASSIST",Seed/Angel Funding,1350000,,2017,11,28
521,11/28/17,Stanza Living,TECHNOLOGY,Student accommodation platform,Delhi,"MATRIX PARTNERS, ACCEL",Private Equity,2000000,,2017,11,28
522,3/10/17,ChqBook,CONSUMER INTERNET,Home Loans Aggregation platform,Gurgaon,"STARTUP BUDDY, APURVA CHAMARIA,SACHIN ARORA, BHARAT GUPTA, AMIT MANOCHA",Seed Funding,,,2017,3,10
523,3/10/17,HomeCapital,CONSUMER INTERNET,Home Loan Down payment assistance program,Mumbai,VENTURE CATALYSTS,Seed Funding,,,2017,3,10
524,3/10/17,Ola Cabs,CONSUMER INTERNET,App based cab hailing services,Bangalore,"TENCENT, SOFTBANK GROUP",Private Equity,110000000,,2017,3,10
525,4/10/17,Elanic,CONSUMER INTERNET,P2P platform for Fashion sales,Bangalore,DIGITAL GARAGE,Seed Funding,,,2017,4,10
526,4/10/17,CollPoll,CONSUMER INTERNET,Education collaboration platform,Bangalore,SPROUT ANGELS,Seed Funding,306000,,2017,4,10
527,4/10/17,PhonePe,CONSUMER INTERNET,Digital Wallet,Bangalore,FLIPKART,Private Equity,38700000,,2017,4,10
528,5/10/17,Little Black Book,CONSUMER INTERNET,"Local Recommendations,Discoveries Platform",New Delhi,"BLUME VENTURES, IDG VENTURES,INDIAN ANGEL NETWORK",Private Equity,1000000,,2017,5,10
529,5/10/17,Oorjan,TECHNOLOGY,rooftop solar platform,Mumbai,GLOBEVESTOR,Seed Funding,450000,,2017,5,10
530,5/10/17,Zefo,ECOMMERCE,Ecommerce Portal for Used Goods,Bangalore,"SEQUOIA INDIA, HELION VENTURE PARTNERS, BEENEXT",Private Equity,9200000,,2017,5,10
531,6/10/17,Yaantra,ECOMMERCE,"Mobile repair,Refurbishment platform",New Delhi,CARPEDIEM CAPITAL,Private Equity,3100000,,2017,6,10
532,6/10/17,Farm Taaza,TECHNOLOGY,Fresh Produce SCM company,Bangalore,"EPSILON VENTURE PARTNERS, TARA INDIA FUND IV,OTHERS",Private Equity,8000000,,2017,6,10
533,6/10/17,Drivezy,CONSUMER INTERNET,"Self Drive car,bike rental platform",Bangalore,"DAS CAPITAL, AXAN PARTNERS, DAS CAPITAL,IT FARM",Private Equity,10000000,,2017,6,10
534,6/10/17,Slice Pay,CONSUMER INTERNET,Student Micro-financing platform,Bangalore,"DAS CAPITAL, SIMILE VENTURES",Private Equity,2000000,,2017,6,10
535,9/10/17,Agrowave,TECHNOLOGY,Agriculture Supply Chain management solutions,Gurgaon,DAFFODIL SOFTWARE,Seed Funding,,,2017,9,10
536,9/10/17,MyGubbi,ECOMMERCE,Home Interior Designing Seller,Bangalore,"FIROZE IRANI, VIPUL PAREKH, ANANDA KALLUGADDE, RAJESH K MURTHY",Private Equity,2700000,,2017,9,10
537,9/10/17,IBSFintech,TECHNOLOGY,Treasury Risk Management Solution,Bangalore,SHAILESH HARIBHAKTI,Seed Funding,,,2017,9,10
538,9/10/17,Letsservice,CONSUMER INTERNET,"Auto Service Logistics,SAAS platform",Bangalore,AEQUS GROUP,Private Equity,,,2017,9,10
539,9/10/17,OneStepUp,TECHNOLOGY,Education Technology platform,New Delhi,ORIENT BLACKSWAN,Seed Funding,336000,,2017,9,10
540,9/10/17,ThirdWatch,TECHNOLOGY,AI-powered anti-fraud solutions,Gurgaon,"RAHUL AGARWALLA, KESHAV SANGHI, BATLIVALA,KARANI SECURITIES",Seed Funding,,,2017,9,10
541,10/10/17,Parallel Dots,TECHNOLOGY,AI-powered deep learning solutions,Gurgaon,"MULTIPOINT CAPITAL,",Private Equity,1400000,,2017,10,10
542,10/10/17,Easy Diner,CONSUMER INTERNET,online restaurant reservation platform,Gurgaon,"SAAMA CAPITAL,DSG CONSUMER PARTNERS",Private Equity,4500000,,2017,10,10
543,11/10/17,Meesho,ECOMMERCE,Online Reseller Network,Bangalore,"SAIF PARTNERS, YCOMBINATOR, VENTURE HIGHWAY",Private Equity,3100000,,2017,11,10
544,11/10/17,StanPlus,LOGISTICS,Medical Transportation Services,Hyderabad,KSTART CAPITAL,Private Equity,1100000,,2017,11,10
545,12/10/17,UCLID,TECHNOLOGY,"Education Network for Institutions, teachers,Students",Hyderabad,UNDISCLOSED INVESTORS,Seed Funding,235000,,2017,12,10
546,10/13/17,Policy Bazaar,CONSUMER INTERNET,Online insurance policy aggregator,Gurgaon,"WELLINGTON MANAGEMENT, DG VENTURES INDIA, TRUE NORTH",Private Equity,77000000,,2017,10,13
547,10/13/17,Gapoon,CONSUMER INTERNET,home maintenance services platform,Bangalore,"VIDA VENTURES, SNEHAL MANTRI, ANSHU BAHADUR",Seed Funding,250000,,2017,10,13
548,10/13/17,Chaayos,ECOMMERCE,Online Chai ordering platform,Gurgaon,TIGER GLOBAL MANAGEMENT,Private Equity,2000000,,2017,10,13
549,10/16/17,KrazyBee,CONSUMER INTERNET,Micro-lending platform,Bangalore,"XIAOMI TECHNOLOGIES, SHUNWEI CAPITAL",Private Equity,8000000,,2017,10,16
550,10/16/17,Renew Buy,CONSUMER INTERNET,Online Insurance Aggregator,New Delhi,AMICUS CAPITAL,Private Equity,9200000,,2017,10,16
551,10/17/17,Fingerlix,CONSUMER INTERNET,Food Ordering Portal,Bangalore,"ACCEL PARTNERS, ZEPHYR PEACOCK",Private Equity,7000000,,2017,10,17
552,10/18/17,Bank Bazaar,CONSUMER INTERNET,Online Financial Marketplace,Chennai,EXPERIAN,Private Equity,7000000,,2017,10,18
553,10/18/17,Hasura,TECHNOLOGY,App building platform,Chennai,"NEXUS, GREE VENTURES",Private Equity,,,2017,10,18
554,10/18/17,BlackBuck,LOGISTICS,B2B Logistics provider,Bangalore,INNOVEN CAPITAL,Private Equity,7700000,,2017,10,18
555,10/18/17,LenDen Club,CONSUMER INTERNET,Online peer-to-peer lending platform,Mumbai,UNDISCLOSED INVESTOR,Seed Funding,500000,,2017,10,18
556,10/23/17,Toppr,CONSUMER INTERNET,Mobile based learning app,Mumbai,"SAIF PARTNERS, HELION VENTURES, FIL CAPITAL MANAGEMENT",Private Equity,7000000,,2017,10,23
557,10/23/17,RAW Pressery,"FOOD,BEVERAGE",Cold pressed Juice maker,Mumbai,"DSG CONSUMER PARTNERS, SEQUOIA CAPITAL, SAAMA CAPITAL",Private Equity,6000000,,2017,10,23
558,10/23/17,Cashe,CONSUMER INTERNET,app-only lending platform,Mumbai,IFMR CAPITAL,Debt Funding,3100000,,2017,10,23
559,10/23/17,Park Easy,CONSUMER INTERNET,Machine learning based parking discovery,Kolkata,ROCKSTART ACCELERATOR,Seed Funding,118000,,2017,10,23
560,10/24/17,TagBox,TECHNOLOGY,Cold Chain monitoring solution,Bangalore,"INDIAN ANGEL NETWORK, IAN FUND",Seed Funding,,,2017,10,24
561,10/24/17,FYRE,"FOOD,BEVERAGE",Herbal energy shot maker,Mumbai,VENTURE CATALYSTS,Seed Funding,500000,,2017,10,24
562,10/24/17,ZipLoan,CONSUMER INTERNET,SME lending platform,New Delhi,"MATRIX PARTNERS INDIA, WATERBRIDGE VENTURES, WHITEBOARD CAPITAL, SARBVIR SINGH",Private Equity,3000000,,2017,10,24
563,10/24/17,Skillenza,CONSUMER INTERNET,Online Learning Platform,Bangalore,"BLUME VENTURES, INDIAN ANGEL NETWORK",Seed Funding,722000,,2017,10,24
564,10/24/17,Chevon,"FOOD,BEVERAGE",Frozen Meat provider,Mumbai,GREENFIELD ADVISORY,Private Equity,,,2017,10,24
565,10/25/17,PropStory,CONSUMER INTERNET,Real Estate content portal,Gurgaon,"ABHISHEK BHATEWARA, VIVEK SHAH, HAITONG SECURITIES, SURAJ SAHARAN, PARAS ARORA",Seed Funding,,,2017,10,25
566,10/25/17,SpotDraft,CONSUMER INTERNET,Contract Automation,Gurgaon,"HUNCH VENTURES, SPIRAL VENTURES, 500 STARTUPS, SINGAPORE ANGEL NETWORK, CITRUS PAYMENTS",Seed Funding,550000,,2017,10,25
567,10/26/17,Big Basket,ECOMMERCE,Online Grocery portal,Bangalore,HELION VENTURES PARTNERS,Private Equity,5000000,,2017,10,26
568,10/27/17,OfBusiness,TECHNOLOGY,"B2B Finance,Fulfilment Network",Gurgaon,KOTAK MAHINDRA BANK,Debt Funding,3800000,,2017,10,27
569,10/27/17,Olly Credit,TECHNOLOGY,Credit + payment mobile app,New Delhi,"INCUBATE FUND, SANDESH KIRKIRE, ANAND KUMAR, YOGESH CHAUDHARY",Seed Funding,,,2017,10,27
570,10/28/17,CashFree,TECHNOLOGY,"Payments Platform for Marketplaces,Fintechs",New Delhi,Y COMBINATOR,Seed Funding,120000,,2017,10,28
571,10/28/17,Ola Cabs,CONSUMER INTERNET,App based cab hailing services,Bangalore,ANI TECHNOLOGIES PVT. LTD,Private Equity,7700000,,2017,10,28
572,10/30/17,GoldFarm,"FOOD,BEVERAGE",Agriculture Technology,Coimbatore,"MAHINDRA,MAHINDRA,INFUSE VENTURES",Private Equity,2000000,,2017,10,30
573,10/31/17,NetMeds,ECOMMERCE,Online Pharmacy,Chennai,"TANNCAM INVESTMENT,SISTEMA ASIA FUND",Private Equity,14000000,,2017,10,31
574,10/31/17,MSE,FINANCE,Equity Stock Exchange,Mumbai,"IL&FS, TRUST CAPITAL, ROSY BLUE SECURITIES, RADHAKRISHAN DAMANI,RAKESH JHUNJHUNWALA",Private Equity,32000000,,2017,10,31
575,1/9/17,Aahaa Stores,ECOMMECE,Online B2B store for office supplies,Chennai,YOURNEST ANGEL FUND,Private Equity,1000000,,2017,1,9
576,1/9/17,MFine,CONSUMER INTERNET,Online Doctor Discovery platform,Bangalore,"STELLARIS VENTURE PARTNERS, MAYUR ABHAYA, ROHIT MA",Private Equity,1500000,,2017,1,9
577,1/9/17,Canvera,CONSUMER INTERNET,Online Photography platform,Mumbai,INFOEDGE,Private Equity,1300000,,2017,1,9
578,4/9/17,PrimaryIO,TECHNOLOGY,Application Performance Acceleration,Pune,"ACCEL PARTNERS, EXFINITY VENTURES, PARTECH VENTURES",Private Equity,5600000,,2017,4,9
579,5/9/17,Shubh Loans,CONSUMER INTERNET,online lending platform,Bangalore,"SRI CAPITAL, BEENEXT, PRAVEGA VENTURES",Private Equity,1500000,,2017,5,9
580,5/9/17,Nest Education,TECHNOLOGY,EduTech Platform,Gurgaon,"MICHAEL,SUSAN DELL FOUNDATION, ANAND MAHINDRA",Seed Funding,600000,,2017,5,9
581,6/9/17,Lending Kart,CONSUMER INTERNET,Online Lending Platform,Ahmedabad,"BERTELSMANN INDIA, MAYFIELD CAPITAL, SAAMA CAPITAL, DARRIN CAPITAL",Private Equity,10750000,,2017,6,9
582,6/9/17,GoFro,CONSUMER INTERNET,Online travel booking platform,New Delhi,"HIS CO. LTD, MAKEMYTRIP",Private Equity,10000000,,2017,6,9
583,6/9/17,OncoStem,HEALTHCARE,Medical Diagnostic Solutions,Bangalore,"SEQUOIA CAPITAL INDIA, ARTIMAN VENTURES",Private Equity,6000000,,2017,6,9
584,6/9/17,Power2SME,ECOMMERCE,Buying Club for Small Businesses,Gurgaon,"INTERNATIONAL FINANCE CORPORATION (IFC), INVENTUS CAPITAL PARTNERS, ACCEL PARTNERS, KALAARI CAPITAL,,NANDAN NILEKANI,",Private Equity,26000000,,2017,6,9
585,7/9/17,Credit Vidya,CONSUMER INTERNET,Online Credit scoring platform,Mumbai,MATRIX PARTNERS,Private Equity,5000000,,2017,7,9
586,7/9/17,Tails Life,CONSUMER INTERNET,"Pet care portal,mobile app",Bangalore,V BALAKRISHNAN.,Private Equity,,,2017,7,9
587,7/9/17,OYO Rooms,CONSUMER INTERNET,Branded budget hotels marketplace,Gurgaon,"SOFTBANK GROUP, SEQUOIA CAPITAL INDIA, LIGHTSPEED VENTURE PARTNERS, GREENOAKS CAPITAL, HERO ENTERPRISE",Private Equity,250000000,,2017,7,9
588,7/9/17,Early Salary,CONSUMER INTERNET,Online Unsecured Lending platform,Pune,IFMR CAPITAL,Debt Funding,780000,,2017,7,9
589,7/9/17,MamaEarth,ECOMMERCE,online babycare products marketplace,Gurgaon,FIRESIDE VENTURES,Seed Funding,,,2017,7,9
590,7/9/17,Seniority,ECOMMERCE,Ecommerce portal for senior citizens,Pune,RPG ENTERPRISES,Private Equity,1000000,,2017,7,9
591,8/9/17,AYE Finance,CONSUMER INTERNET,Micro Lending Platform,New Delhi,"TRIODOS INVESTMENT MANAGEMENT,",Debt Funding,6900000,,2017,8,9
592,8/9/17,Farmizen,TECHNOLOGY,Agre-Tech Mobile app,Bangalore,"VENTURE HIGHWAY, ALOK MITTAL, MOHIT AGARWAL, ANUJ GUPTA,",Seed Funding,,,2017,8,9
593,11/9/17,Ecom Express,LOGISTICS,Logistics Solutions provider,New Delhi,WARBURG PINCUS,Private Equity,30000000,,2017,11,9
594,11/9/17,Call Health,CONSUMER INTERNET,Healthcare Services Aggregator,Hyderabad,"SACHIN TENDULKAR, P.V SINDHU, PULLELA GOPICHAND",Private Equity,6200000,,2017,11,9
595,12/9/17,Sattviko,ECOMMERCE,Health Food etailer,New Delhi,"RAMAN ROY, ARVIND UPPAL, SONU BHASIN, G RAVISHANKAR",Seed Funding,,,2017,12,9
596,12/9/17,3HCare,CONSUMER INTERNET,Healthcare services portal,New Delhi,UNDISCLOSED INVESTOR,Seed Funding,100000,,2017,12,9
597,12/9/17,Tonbo Imaging,TECHNOLOGY,Imaging Technology for Armed Forces,Bangalore,"WRV CAPITAL, QUALCOMM VENTURES, EDELWEISS PRIVATE EQUITY, ARTIMAN VENTURES",Private Equity,17000000,,2017,12,9
598,12/9/17,Get My Parking,CONSUMER INTERNET,Smart Parking Enabler,New Delhi,"IAN FUND, BEENEXT, INDIAN ANGEL NETWORK",Private Equity,3000000,,2017,12,9
599,9/13/17,WittyFeed,TECHNOLOGY,Content marketing platform,Indore,"ANAND CHANDRASEKARAN, APURVA CHAMARIA, RITESH MALIK, ASHISH TOSHNIWAL, AJEET KHURANA",Seed Funding,,,2017,9,13
600,9/13/17,Glowroad,CONSUMER INTERNET,women focussed customer-to-customer reseller network,Bangalore,"ACCEL PARTNERS,",Private Equity,2000000,,2017,9,13
601,9/13/17,OYO Rooms,CONSUMER INTERNET,udget hotel marketplace,Gurgaon,CHINA LODGING GROUP,Private Equity,10000000,,2017,9,13
602,9/13/17,Unacademy,CONSUMER INTERNET,Online learning platform,Mumbai,"SEQUOIA CAPITAL INDIA, SAIF PARTNERS, NEXUS VENTURE PARTNERS,BLUME VENTURES,",Private Equity,11500000,,2017,9,13
603,9/13/17,Heterogenous,TECHNOLOGY,"Telecom,IoT platform",Chennai,"CHENNAI ANGELS, KEIRETSU FORUM,OTHERS",Seed Funding,780000,,2017,9,13
604,9/14/17,Gurukul,CONSUMER INTERNET,co-working space provider,New Delhi,"ROHIT NANDA, RAJIT NANDA, SMARAK BHUYAN, SASHWAT BRAHMA,",Seed Funding,,,2017,9,14
605,9/14/17,Smaaash,TECHNOLOGY,"Virtual Reality gaming,entertainment platform",Mumbai,ECL FINANCE,Private Equity,44000000,,2017,9,14
606,9/14/17,WheelStreet,CONSUMER PORTAL,Bike Rental Platform,Bangalore,Y COMBINATOR,Seed Funding,120000,,2017,9,14
607,9/14/17,Xprep,CONSUMER INTERNET,Online Tutoring Platform,New Delhi,"RISING STARS, MANISH AMIN, PALLAV PANDEY, CHAVI JAFA",Private Equity,,,2017,9,14
608,9/18/17,The Moms Co,ECOMMERCE,"Pregnancy,Baby Care product etailer",Gurgaon,"DSG CONSUMER PARTNERS, SAAMA CAPITAL",Private Equity,1000000,,2017,9,18
609,9/19/17,Noticeboard,TECHNOLOGY,"mobile-first communication platform for on-field staff,",Bangalore,"SHAMIK SHARMA, APRAMEYA RADHAKRISHNA",Seed Funding,,,2017,9,19
610,9/19/17,High Radius,TECHNOLOGY,Integrated receivables software solutions,Hyderabad,SUSQUEHANNA GROWTH EQUITY LLC,Private Equity,50000000,,2017,9,19
611,9/20/17,HWell24 Plus,HEALTHCARE,Technology-Empowered Healthcare Solutions,Mumbai,UNDISCLOSED INVESTORS,Seed Funding,,,2017,9,20
612,9/21/17,SaveBC,FINANCE,financial services firm,Gaya,INCOFIN INVESTMENT MANAGEMENT.,Private Equity,6000000,,2017,9,21
613,9/21/17,Gaming Monk,CONSUMER INTERNET,E-sports platform,New Delhi,ADVANTEDGE,Private Equity,,,2017,9,21
614,9/21/17,91SpringBoard,CONSUMER INTERNET,Co-working spaces,New Delhi,"SANDWAY INVESTMENT LTD, PEARL BROOK HOLDINGS, SILO HOLDINGS,AL NOUR",Private Equity,,,2017,9,21
615,9/21/17,Homergize,ECOMMERCE,"Home Furnishing,Building material marketplace",Bangalore,LG CHANDRASEKHAR,Private Equity,1000000,,2017,9,21
616,9/22/17,Yatra.com,ECOMMERCE,Online Travel Agency,Gurgaon,INNOVEN CAPITAL INDIA,Debt Funding,15400000,,2017,9,22
617,9/22/17,Ace Turtle,TECHNOLOGY,Omni-channel web commerce solutions provider,Bangalore,INNOVEN CAPITAL,Private Equity,,,2017,9,22
618,9/25/17,Vogo,CONSUMER INTERNET,Scooter Rental Platform,Bangalore,AV THOMAS GROUP,Seed Funding,,,2017,9,25
619,9/25/17,Synup,TECHNOLOGY,SME Marketing Management Solution,Bangalore,"VERTEX VENTURES, PRIME VENTURE PARTNERS.",Private Equity,6000000,,2017,9,25
620,9/25/17,Tinmen,CONSUMER INTERNET,Food Delivery platform,Hyderabad,ZOMATO MEDIA PVT. LTD,Private Equity,,,2017,9,25
621,9/25/17,Cropin,TECHNOLOGY,Crop Technology Solutions,Bangalore,BEENEXT,Private Equity,,,2017,9,25
622,9/25/17,Rapido,CONSUMER INTERNET,Bike Aggregator Mobile App,Bangalore,BATTERY ROAD DIGITAL HOLDINGS LLC,Seed Funding,422000,,2017,9,25
623,9/25/17,Sportobuddy,CONSUMER INTERNET,"Sports,Sport related equipment portal",Mumbai,MEHUL SHAH,Seed Funding,150000,,2017,9,25
624,9/26/17,Credifiable,CONSUMER INTERNET,Online consumer lending platform,Bangalore,KAE CAPITAL,Private Equity,,,2017,9,26
625,9/26/17,Inclov,CONSUMER INTERNET,Matchmaking app for the differently abled,Gurgaon,"RAJAN ANANDAN, JAMIL KHATRI, RAVI IYER, RAGHAV BAHL",Seed Funding,,,2017,9,26
626,9/26/17,Multibhashi,CONSUMER INTERNET,Language learning Mobile App,Bangalore,"ANIRUDDHA MALPANI, STARTUP OASIS",Seed Funding,,,2017,9,26
627,9/27/17,Transerve,TECHNOLOGY,Geospatial Technology-based SaaS solutions,Mumbai,"IL&FS INVESTMENT MANAGERS, OMIDYAR NETWORK.",Private Equity,1600000,,2017,9,27
628,9/27/17,Fashalot,CONSUMER INTERNET,O2O fashion discovery platform,Gurgaon,"CAPILLARY TECHNOLOGIES, WHITEBOARD CAPITAL, YOURNEST ANGEL FUND, RAJUL GARG",Private Equity,,,2017,9,27
629,9/27/17,Pitstop,CONSUMER INTERNET,"Car repair,Servicing Platform",Bangalore,"BLUME VENTURES, GOLDBELL GROUP, ANURAG SRIVASTAVA, SHAILESH RAO, AMIYA PATHAK, RAJESH YOHANAN,RAHUL GARG",Private Equity,1000000,,2017,9,27
630,9/27/17,GoChoppers,CONSUMER INTERNET,Luxury Helicopter Tourism Services portal,Gurgaon,"RIVERGATE CAPITAL,",Seed Funding,,,2017,9,27
631,9/27/17,MyUpchar,CONSUMER INTERNET,Local Language Health Information portal,New Delhi,LETSVENTURE,Seed Funding,300000,,2017,9,27
632,9/28/17,Aadyah,TECHNOLOGY,"Defense Tech,Aerospace startup",Bangalore,KEIRETSU FORUM,Private Equity,1000000,,2017,9,28
633,1/8/17,TouchKin,TECHNOLOGY,Predictive Care Platform,Bangalore,KAE CAPITAL,Private Equity,1300000,,2017,1,8
634,2/8/17,Ethinos,TECHNOLOGY,Digital Marketing Agency,Mumbai,TRITON INVESTMENT ADVISORS,Private Equity,,,2017,2,8
635,2/8/17,Leverage Edu,CONSUMER INTERNET,Online platform for Higher Education Services,New Delhi,"KASHYAP DEORAH, ANAND SANKESHWAR, DEEPAK JAIN, SADASHIVA NT, ARJUN MEHTA, SATISH KAUL, ANINDYA GHOSE",Seed Funding,,,2017,2,8
636,2/8/17,Zepo,CONSUMER INTERNET,DIY Ecommerce platform,Mumbai,"KUNAL SHAH, LETSVENTURE, ANUPAM MITTAL, HETAL SONPAL",Seed Funding,500000,,2017,2,8
637,2/8/17,Click2Clinic,CONSUMER INTERNET,healthcare service aggregator,Hyderabad,"NAROTTAM THUDI, SHIREESH PALLE",Seed Funding,850000,,2017,2,8
638,3/8/17,SpeedBox,LOGISTICS,On-Demand Logistics Service provider,Mumbai,CISMAT CARGO SERVICES PVT. LTD.,Seed Funding,300000,,2017,3,8
639,3/8/17,Skill Connect,CONSUMER INTERNET,Recruitment Portal,Jaipur,RAJASTHAN ANGEL INVESTOR NETWORK,Seed Funding,,,2017,3,8
640,3/8/17,Chai Point,CONSUMER INTERNET,"Tea Delivery Portal,offline stores",Bangalore,"DSG CONSUMER PARTNERS, EIGHT ROADS VENTURES INDIA",Private Equity,,,2017,3,8
641,3/8/17,Zoctr,CONSUMER INTERNET,"Health Products,Services Aggregator",Mumbai,SIDBI,Private Equity,,,2017,3,8
642,4/8/17,Lime Tray,TECHNOLOGY,Restaurant Management Solutions,New Delhi,JSW VENTURES,Private Equity,,,2017,4,8
643,4/8/17,CoutLoot,ECOMMERCE,Fashion Resale Marketplace,Mumbai,"ANUJ PURI, REDCLIFFE CAPITAL, ARTHA INDIA VENTURES, SIDDHARTH KOTHARI, APOORV RANJAN SHARMA,",Seed Funding,,,2017,4,8
644,4/8/17,Box My Space,LOGISTICS,Warehouse Aggregator,Mumbai,"R. JAYAKUMAR, VAIBHAV VOHRA, ADITYA VAZIRANI, RHEA VAZIRANI, AVN BUSINESS SOLUTIONS, DREAMWEAVER INVESTMENTS",Seed Funding,,,2017,4,8
645,5/8/17,Curatio,HEALTHCARE,Skincare Speciality services,Chennai,ANICUT CAPITAL,Private Equity,,,2017,5,8
646,8/8/17,New Castle Technologies,TECHNOLOGY,Hospital Management Software,Chennai,UNDISCLOSED INVESTORS,Seed Funding,243000,,2017,8,8
647,8/8/17,My Forex Eye,CONSUMER INTERNET,foreign exchange services,New Delhi,"RAHUL DEV KUMAR, RAJESH MAHAJAN, ANKIT SHARMA,OTHERS",Seed Funding,220000,,2017,8,8
648,9/8/17,TruxApp,LOGISTICS,Mobile based Logistics Service,New Delhi,"VENUGOPAL DHOOT, AJAY BHATIA, TARUN KHANDELWAL, GANPAT SINGHVI, MANDHIAN FAMILY,OTHERS",Seed Funding,3100000,,2017,9,8
649,9/8/17,CroFarm,TECHNOLOGY,Agriculture Supply Chain solutions,Gurgaon,FACTOR[E] VENTURES,Seed Funding,783000,,2017,9,8
650,9/8/17,DoodhWala,CONSUMER INTERNET,Online milk delivery,Bangalore,TOM VARKEY,Seed Funding,,,2017,9,8
